,Date,Open,High,Low,Close,Adj Close,Volume
230,"Mar 16, 2024",182.97,197.66,177.46,181.88,181.88,"11,794,134,069"
231,"Mar 15, 2024",176.68,188.50,165.41,182.96,182.96,"14,093,348,410"
232,"Mar 14, 2024",163.84,177.89,160.23,176.68,176.68,"8,399,967,972"
233,"Mar 13, 2024",151.02,166.45,148.95,163.84,163.84,"5,917,471,836"
234,"Mar 12, 2024",148.75,154.94,142.87,151.02,151.02,"6,413,617,983"
235,"Mar 11, 2024",144.51,150.02,137.63,148.75,148.75,"5,383,624,184"
236,"Mar 10, 2024",144.61,148.67,140.84,144.52,144.52,"3,407,621,981"
237,"Mar 9, 2024",145.24,149.35,144.29,144.61,144.61,"2,946,261,381"
238,"Mar 8, 2024",143.98,152.42,142.54,145.24,145.24,"5,474,659,974"
239,"Mar 7, 2024",130.74,149.22,130.70,143.98,143.98,"7,111,178,325"
240,"Mar 6, 2024",125.70,134.81,120.32,130.74,130.74,"5,146,680,159"
241,"Mar 5, 2024",133.16,142.65,109.54,125.71,125.71,"8,980,294,607"
242,"Mar 4, 2024",130.42,134.87,127.80,133.19,133.19,"4,429,758,300"
243,"Mar 3, 2024",129.79,132.06,125.77,130.45,130.45,"2,875,614,168"
244,"Mar 2, 2024",129.98,131.45,127.68,129.70,129.70,"2,741,772,676"
245,"Mar 1, 2024",125.64,137.60,125.64,129.99,129.99,"4,743,077,738"
246,"Feb 29, 2024",118.24,134.47,117.67,125.71,125.71,"6,950,123,902"
247,"Feb 28, 2024",108.40,118.05,107.46,118.05,118.05,"5,029,492,553"
248,"Feb 27, 2024",109.92,112.20,105.90,108.39,108.39,"2,723,995,106"
249,"Feb 26, 2024",103.45,110.58,100.46,109.92,109.92,"2,334,408,023"
250,"Feb 25, 2024",104.13,104.33,102.17,103.45,103.45,"909,662,462"
251,"Feb 24, 2024",99.95,104.65,98.59,104.13,104.13,"1,083,637,514"
252,"Feb 23, 2024",101.67,103.02,98.96,99.95,99.95,"1,483,285,120"
253,"Feb 22, 2024",105.12,107.00,101.64,101.67,101.67,"1,830,636,004"
254,"Feb 21, 2024",108.45,108.45,100.41,105.13,105.13,"2,246,861,647"
255,"Feb 20, 2024",111.48,112.04,104.89,108.46,108.46,"2,656,976,089"
256,"Feb 19, 2024",112.18,114.72,111.08,111.49,111.49,"1,898,655,220"
257,"Feb 18, 2024",108.99,114.00,107.61,112.17,112.17,"1,516,321,334"
258,"Feb 17, 2024",110.44,111.07,106.13,108.98,108.98,"1,370,606,631"
259,"Feb 16, 2024",113.67,114.25,108.35,110.45,110.45,"1,921,299,579"
260,"Feb 15, 2024",116.99,118.31,111.78,113.70,113.70,"2,471,486,178"
261,"Feb 14, 2024",112.57,118.33,110.88,116.98,116.98,"2,391,239,729"
262,"Feb 13, 2024",111.98,114.81,108.49,112.58,112.58,"2,709,494,768"
263,"Feb 12, 2024",107.49,112.07,103.61,111.99,111.99,"2,650,731,894"
264,"Feb 11, 2024",109.12,110.56,107.36,107.50,107.50,"1,370,383,843"
265,"Feb 10, 2024",106.93,110.74,106.93,109.13,109.13,"1,836,561,570"
266,"Feb 9, 2024",102.79,108.99,102.79,106.93,106.93,"2,852,770,180"
267,"Feb 8, 2024",101.00,104.80,100.55,102.79,102.79,"2,288,429,230"
268,"Feb 7, 2024",96.86,101.24,94.72,100.98,100.98,"1,733,607,189"
269,"Feb 6, 2024",95.55,97.79,93.28,96.86,96.86,"1,699,997,346"
270,"Feb 5, 2024",95.47,98.54,94.29,95.55,95.55,"1,635,327,054"
271,"Feb 4, 2024",97.89,98.46,95.27,95.48,95.48,"1,304,106,726"
272,"Feb 3, 2024",100.45,101.06,96.81,97.88,97.88,"1,349,320,819"
273,"Feb 2, 2024",97.83,102.41,97.57,100.44,100.44,"2,574,044,077"
274,"Feb 1, 2024",97.02,97.94,93.38,97.85,97.85,"2,951,395,444"
275,"Jan 31, 2024",101.45,102.55,96.10,97.03,97.03,"3,814,467,068"
276,"Jan 30, 2024",101.57,106.21,101.11,101.47,101.47,"3,328,090,833"
277,"Jan 29, 2024",95.94,101.77,95.18,101.57,101.57,"2,604,890,575"
278,"Jan 28, 2024",94.18,99.38,93.54,95.94,95.94,"2,425,625,612"
279,"Jan 27, 2024",92.39,94.44,90.84,94.16,94.16,"1,256,585,307"
280,"Jan 26, 2024",86.89,93.53,86.15,92.44,92.44,"2,027,305,107"
281,"Jan 25, 2024",88.74,89.38,85.27,86.89,86.89,"1,674,093,024"
282,"Jan 24, 2024",84.29,89.27,83.42,88.73,88.73,"2,352,477,736"
283,"Jan 23, 2024",83.62,85.84,79.07,84.27,84.27,"2,990,436,327"
284,"Jan 22, 2024",90.90,91.64,82.66,83.62,83.62,"2,662,287,481"
285,"Jan 21, 2024",92.59,93.71,90.85,90.85,90.85,"894,963,197"
286,"Jan 20, 2024",93.39,94.03,90.49,92.57,92.57,"1,204,443,546"
287,"Jan 19, 2024",94.25,95.16,87.48,93.39,93.39,"2,631,067,383"
288,"Jan 18, 2024",102.03,102.92,92.14,94.25,94.25,"2,684,524,713"
289,"Jan 17, 2024",97.62,102.43,97.06,102.06,102.06,"3,220,344,763"
290,"Jan 16, 2024",94.44,98.60,94.40,97.63,97.63,"1,806,576,879"
291,"Jan 15, 2024",94.04,96.82,93.24,94.49,94.49,"1,755,858,499"
292,"Jan 14, 2024",95.73,102.17,93.89,94.13,94.13,"2,736,734,725"
293,"Jan 13, 2024",91.76,96.92,89.75,95.73,95.73,"1,880,329,065"
294,"Jan 12, 2024",99.91,100.25,88.31,91.72,91.72,"2,868,799,888"
295,"Jan 11, 2024",102.10,106.94,98.41,99.91,99.91,"4,174,026,719"
296,"Jan 10, 2024",99.38,105.08,92.56,102.03,102.03,"4,216,429,514"
297,"Jan 9, 2024",97.82,103.80,95.89,99.41,99.41,"4,070,131,683"
298,"Jan 8, 2024",89.28,99.76,85.65,97.79,97.79,"4,152,448,360"
299,"Jan 7, 2024",93.86,96.69,88.22,89.28,89.28,"2,288,061,692"
300,"Jan 6, 2024",99.99,100.04,92.02,93.86,93.86,"2,235,902,092"
301,"Jan 5, 2024",105.05,105.24,95.94,99.98,99.98,"3,022,127,826"
302,"Jan 4, 2024",98.59,107.98,97.11,105.08,105.08,"3,272,723,247"
303,"Jan 3, 2024",106.62,109.85,92.92,98.59,98.59,"5,472,216,595"
304,"Jan 2, 2024",109.55,116.88,106.39,106.61,106.61,"3,782,057,553"
305,"Jan 1, 2024",101.51,109.51,101.51,109.51,109.51,"2,157,671,990"
306,"Dec 31, 2023",101.84,105.13,99.89,101.51,101.51,"1,748,630,533"
307,"Dec 30, 2023",106.30,107.33,101.07,101.85,101.85,"1,863,177,830"
308,"Dec 29, 2023",102.07,109.67,100.06,106.31,106.31,"4,445,797,973"
309,"Dec 28, 2023",107.02,109.42,97.67,102.10,102.10,"4,492,625,126"
310,"Dec 27, 2023",112.65,115.03,105.43,107.02,107.02,"4,267,938,569"
311,"Dec 26, 2023",121.08,121.14,104.73,112.68,112.68,"6,117,657,160"
312,"Dec 25, 2023",112.56,125.19,108.90,121.15,121.15,"5,951,791,518"
313,"Dec 24, 2023",107.73,117.38,107.73,112.49,112.49,"6,365,529,251"
314,"Dec 23, 2023",98.00,109.51,93.11,107.59,107.59,"3,957,434,568"
315,"Dec 22, 2023",93.86,99.12,90.80,98.00,98.00,"5,284,203,995"
316,"Dec 21, 2023",82.19,95.32,81.24,93.85,93.85,"4,711,493,441"
317,"Dec 20, 2023",72.99,83.96,72.99,82.19,82.19,"3,745,738,278"
318,"Dec 19, 2023",74.35,76.27,72.01,72.99,72.99,"1,900,875,405"
319,"Dec 18, 2023",70.93,75.38,67.33,74.35,74.35,"2,281,865,174"
320,"Dec 17, 2023",73.47,74.72,70.82,71.00,71.00,"1,552,380,672"
321,"Dec 16, 2023",72.43,77.08,71.57,73.47,73.47,"1,781,972,898"
322,"Dec 15, 2023",75.64,79.15,72.37,72.37,72.37,"2,821,390,652"
